"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 04:29:37 GMT 2022","Mon Nov 14 04:29:37 GMT 2022","753","tests","test_buttons","TestButtons","","","test_dynamic_button[chromium]","Test to verify the functionality of the dynamic button

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:29:51 GMT 2022","Mon Nov 14 04:29:52 GMT 2022","120","tests","test_radio_buttons","TestRadioButtons","","","test_radio_buttons[chromium]","Test to verify the radio buttons on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:29:34 GMT 2022","Mon Nov 14 04:29:35 GMT 2022","468","tests","test_buttons","TestButtons","","","test_rmb_click_button[chromium]","Test to verify the functionality of the Right Mouse Button click button
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:29:46 GMT 2022","Mon Nov 14 04:29:49 GMT 2022","3245","tests","test_practice_form","TestPracticeForm","","","test_practice_form[chromium]",""
"passed","Mon Nov 14 04:29:56 GMT 2022","Mon Nov 14 04:29:57 GMT 2022","612","tests","test_select_menu","TestSelect","","","test_select_menu[chromium]","Test to verify the dropdown menus on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:30:02 GMT 2022","Mon Nov 14 04:30:02 GMT 2022","239","tests","test_text_boxes","TestTextBoxes","","","test_text_boxes[chromium]","Test to verify the input fields and output form on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:29:39 GMT 2022","Mon Nov 14 04:29:41 GMT 2022","1556","tests","test_buttons","TestButtons","","","test_buttons[chromium]","Test to verify the functionality of the double click button, Right Mouse Button click button and
        dynamic button

        :param test_setup:
        :return: None
        "
"passed","Mon Nov 14 04:29:45 GMT 2022","Mon Nov 14 04:29:46 GMT 2022","410","tests","test_check_boxes","TestCheckBoxes","","","test_text_boxes[chromium]","Test to verify the checkboxes on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Nov 14 04:29:32 GMT 2022","Mon Nov 14 04:29:32 GMT 2022","479","tests","test_buttons","TestButtons","","","test_double_click_button[chromium]","Test to verify the functionality of the double click button

        :param test_setup: setting up the browser and page objects
        :return: None
        "
